,DEPTH,ROP,GR,CALI,BS,RD,RT,RM,NPHI,RHOB,DRHO,DT,PEF,label
25532,2741.7,35.51,28.825,8.578,8.5,0.392,0.363,0.363,0.251,2.207,0.049,103.694,5.057,0
25533,2741.8,35.997,32.623,8.578,8.5,0.449,0.405,0.405,0.259,2.215,0.05,103.558,5.086,0
25534,2741.9,36.484,37.141,8.578,8.5,0.497,0.427,0.427,0.277,2.22,0.047,103.677,5.168,0
25535,2742.0,36.97,43.811,8.578,8.5,0.531,0.476,0.476,0.306,2.227,0.041,103.934,5.347,0
25536,2742.1,37.334,51.687,8.578,8.5,0.58,0.598,0.598,0.341,2.241,0.035,104.345,5.64,0
25537,2742.2,37.698,61.544,8.578,8.5,0.681,0.827,0.827,0.369,2.264,0.032,104.882,6.009,0
25538,2742.3,38.062,66.014,8.578,8.5,0.749,0.969,0.969,0.378,2.293,0.034,105.554,6.368,0
25539,2742.4,38.395,67.637,8.578,8.5,0.767,0.96,0.96,0.373,2.321,0.038,106.659,6.615,0
25540,2742.5,38.727,70.602,8.578,8.5,0.765,0.924,0.924,0.367,2.345,0.044,108.163,6.723,0
25541,2742.6,39.059,70.689,8.578,8.5,0.771,0.862,0.862,0.367,2.363,0.05,109.954,6.746,0
25542,2742.7,39.31,74.113,8.578,8.5,0.762,0.828,0.828,0.374,2.373,0.056,112.157,6.742,0
25543,2742.8,39.562,71.766,8.578,8.5,0.758,0.79,0.79,0.383,2.374,0.058,114.148,6.738,0
25544,2742.9,39.813,68.813,8.578,8.5,0.768,0.784,0.784,0.388,2.37,0.057,115.938,6.716,0
25545,2743.0,39.839,68.828,8.578,8.5,0.789,0.801,0.801,0.386,2.363,0.055,116.9,6.674,0
25546,2743.1,39.865,65.906,8.578,8.5,0.824,0.834,0.834,0.382,2.358,0.054,117.396,6.629,0
25547,2743.2,39.89,64.806,8.578,8.5,0.832,0.84,0.84,0.378,2.356,0.055,117.471,6.604,0
25548,2743.3,39.884,67.646,8.578,8.5,0.83,0.824,0.824,0.374,2.353,0.055,117.296,6.608,0
25549,2743.4,39.877,65.206,8.578,8.5,0.838,0.806,0.806,0.367,2.35,0.054,117.222,6.63,0
25550,2743.5,39.871,65.732,8.578,8.5,0.888,0.844,0.844,0.354,2.348,0.052,117.26,6.646,0
25551,2743.6,39.897,64.993,8.578,8.5,0.941,0.915,0.915,0.339,2.348,0.05,117.315,6.632,0
25552,2743.7,39.923,63.691,8.578,8.5,1.014,1.026,1.026,0.323,2.353,0.049,117.441,6.589,0
25553,2743.8,39.949,59.899,8.578,8.5,1.077,1.069,1.069,0.304,2.363,0.047,117.66,6.559,0
25554,2743.9,39.895,57.082,8.578,8.5,1.168,1.518,1.518,0.286,2.379,0.045,116.922,6.569,0
25555,2744.0,39.84,57.02,8.578,8.5,1.352,2.235,2.235,0.272,2.397,0.046,115.985,6.592,0
25556,2744.1,39.783,58.647,8.625,8.5,1.406,2.27,2.27,0.276,2.41,0.05,114.89,6.577,0
25557,2744.2,38.327,60.561,8.625,8.5,1.261,1.488,1.488,0.298,2.413,0.056,114.719,6.512,0
25558,2744.3,36.871,61.533,8.578,8.5,1.146,1.138,1.138,0.324,2.403,0.059,114.768,6.43,0
25559,2744.4,35.417,60.465,8.578,8.5,1.067,0.919,0.919,0.34,2.384,0.057,114.946,6.389,0
25560,2744.5,34.673,58.222,8.578,8.5,1.053,0.91,0.91,0.335,2.366,0.052,114.372,6.425,0
25561,2744.6,33.93,55.856,8.578,8.5,1.113,0.991,0.991,0.314,2.358,0.047,113.423,6.526,0
25562,2744.7,33.186,52.51,8.625,8.5,1.199,1.329,1.329,0.283,2.365,0.046,111.977,6.636,0
25563,2744.8,32.249,46.702,8.625,8.5,1.26,1.48,1.48,0.262,2.386,0.052,107.517,6.706,0
25564,2744.9,31.312,44.992,8.602,8.5,1.292,1.693,1.693,0.26,2.409,0.064,103.304,6.715,0
25565,2745.0,30.376,48.727,8.578,8.5,1.2,1.358,1.358,0.269,2.42,0.075,102.937,6.692,0
25566,2745.1,29.987,51.202,8.578,8.5,1.099,0.976,0.976,0.284,2.412,0.077,99.736,6.677,0
25567,2745.2,29.598,49.742,8.578,8.5,1.091,1.003,1.003,0.289,2.393,0.068,97.211,6.718,0
25568,2745.3,29.209,51.371,8.625,8.5,1.192,1.313,1.313,0.286,2.377,0.056,102.478,6.834,0
25569,2745.4,28.616,48.808,8.625,8.5,1.278,1.479,1.479,0.282,2.378,0.049,100.325,6.977,0
25570,2745.5,28.023,49.028,8.625,8.5,1.21,1.428,1.428,0.286,2.392,0.05,95.151,7.067,0
25571,2745.6,27.431,48.252,8.578,8.5,1.059,1.133,1.133,0.3,2.408,0.057,94.356,7.064,0
25572,2745.7,27.163,49.319,8.578,8.5,0.959,0.912,0.912,0.315,2.412,0.064,96.765,6.999,0
25573,2745.8,26.894,52.244,8.578,8.5,0.945,0.868,0.868,0.328,2.399,0.065,100.983,6.959,0
25574,2745.9,26.628,52.697,8.578,8.5,0.917,0.838,0.838,0.341,2.378,0.061,103.44,6.971,0
25575,2746.0,27.516,52.118,8.578,8.5,0.872,0.789,0.789,0.354,2.36,0.055,103.489,6.995,0
25576,2746.1,28.404,52.842,8.578,8.5,0.825,0.744,0.744,0.364,2.351,0.051,101.876,6.995,0
25577,2746.2,29.292,54.975,8.578,8.5,0.814,0.725,0.725,0.367,2.349,0.047,103.703,6.971,0
25578,2746.3,30.12,53.424,8.578,8.5,0.813,0.746,0.746,0.359,2.351,0.046,105.298,6.944,0
25579,2746.4,30.948,52.304,8.625,8.5,0.842,0.814,0.814,0.351,2.354,0.045,106.686,6.922,0
25580,2746.5,31.776,52.529,8.625,8.5,0.841,0.82,0.82,0.343,2.355,0.046,108.926,6.909,0
25581,2746.6,32.624,53.521,8.578,8.5,0.824,0.81,0.81,0.342,2.356,0.048,110.709,6.896,0
25582,2746.7,33.472,53.785,8.578,8.5,0.829,0.816,0.816,0.341,2.355,0.05,111.973,6.88,0
25583,2746.8,34.319,52.252,8.578,8.5,0.838,0.827,0.827,0.339,2.353,0.05,111.779,6.86,0
25584,2746.9,34.441,49.8,8.578,8.5,0.84,0.822,0.822,0.336,2.35,0.049,110.858,6.834,0
25585,2747.0,34.562,50.867,8.578,8.5,0.839,0.825,0.825,0.33,2.349,0.047,109.057,6.809,0
25586,2747.1,34.684,51.165,8.578,8.5,0.846,0.816,0.816,0.32,2.351,0.046,108.08,6.781,0
25587,2747.2,34.694,49.039,8.578,8.5,0.851,0.833,0.833,0.31,2.355,0.046,107.464,6.749,0
25588,2747.3,34.704,48.033,8.578,8.5,0.837,0.849,0.849,0.305,2.36,0.046,107.294,6.725,0
25589,2747.4,34.714,49.583,8.578,8.5,0.842,0.868,0.868,0.305,2.363,0.046,107.881,6.724,0
25590,2747.5,34.696,51.208,8.625,8.5,0.84,0.869,0.869,0.313,2.364,0.046,108.436,6.76,0
25591,2747.6,34.679,52.319,8.578,8.5,0.823,0.836,0.836,0.329,2.364,0.047,108.66,6.82,0
25592,2747.7,34.661,52.793,8.578,8.5,0.807,0.817,0.817,0.345,2.366,0.05,108.627,6.871,0
25593,2747.8,34.671,52.075,8.625,8.5,0.803,0.79,0.79,0.359,2.368,0.053,108.501,6.892,0
25594,2747.9,34.681,52.131,8.625,8.5,0.791,0.769,0.769,0.37,2.369,0.056,108.295,6.89,0
25595,2748.0,34.69,52.548,8.625,8.5,0.791,0.781,0.781,0.372,2.368,0.057,108.706,6.892,0
25596,2748.1,34.007,52.071,8.625,8.5,0.779,0.789,0.789,0.367,2.367,0.057,109.076,6.902,0
25597,2748.2,33.325,52.375,8.625,8.5,0.783,0.788,0.788,0.361,2.365,0.056,108.664,6.897,0
25598,2748.3,32.642,54.989,8.625,8.5,0.786,0.795,0.795,0.361,2.361,0.055,110.047,6.867,0
25599,2748.4,32.233,57.223,8.625,8.5,0.781,0.792,0.792,0.37,2.356,0.053,111.761,6.82,0
25600,2748.5,31.823,57.405,8.578,8.5,0.779,0.782,0.782,0.379,2.351,0.051,111.68,6.764,0
25601,2748.6,31.414,57.151,8.578,8.5,0.766,0.769,0.769,0.383,2.348,0.051,112.573,6.706,0
25602,2748.7,31.436,57.96,8.578,8.5,0.77,0.781,0.781,0.377,2.346,0.051,113.84,6.652,0
25603,2748.8,31.458,58.261,8.578,8.5,0.776,0.777,0.777,0.359,2.345,0.051,114.316,6.614,0
25604,2748.9,31.481,54.724,8.578,8.5,0.793,0.794,0.794,0.339,2.344,0.049,114.706,6.617,0
25605,2749.0,31.7,52.046,8.578,8.5,0.797,0.842,0.842,0.326,2.347,0.047,114.993,6.663,0
25606,2749.1,31.919,51.967,8.578,8.5,0.841,0.892,0.892,0.322,2.353,0.046,114.789,6.73,0
25607,2749.2,32.138,53.55,8.578,8.5,0.859,0.901,0.901,0.323,2.362,0.048,114.338,6.803,0
25608,2749.3,32.324,53.844,8.578,8.5,0.879,0.888,0.888,0.323,2.371,0.051,113.685,6.875,0
25609,2749.4,32.509,53.87,8.578,8.5,0.867,0.904,0.904,0.322,2.377,0.053,112.773,6.933,0
25610,2749.5,32.695,50.755,8.578,8.5,0.901,0.913,0.913,0.323,2.38,0.053,111.903,6.954,0
25611,2749.6,32.848,49.351,8.578,8.5,0.918,0.919,0.919,0.327,2.382,0.053,111.066,6.919,0
25612,2749.7,33.001,50.16,8.578,8.5,0.946,0.935,0.935,0.333,2.381,0.054,110.554,6.846,0
25613,2749.8,33.153,51.455,8.578,8.5,0.983,0.928,0.928,0.341,2.38,0.056,110.171,6.774,0
25614,2749.9,32.959,53.048,8.578,8.5,1.03,0.932,0.932,0.342,2.377,0.057,109.939,6.733,0
25615,2750.0,32.765,54.31,8.578,8.5,1.067,0.903,0.903,0.329,2.373,0.056,109.491,6.721,0
25616,2750.1,32.57,50.206,8.578,8.5,1.137,0.92,0.92,0.298,2.373,0.051,108.32,6.698,0
25617,2750.2,31.221,45.01,8.625,8.5,1.225,1.042,1.042,0.261,2.378,0.045,106.17,6.658,0
25618,2750.3,29.872,42.723,8.625,8.5,1.33,1.276,1.276,0.221,2.392,0.04,102.089,6.618,0
25619,2750.4,28.523,41.021,8.625,8.5,1.542,1.867,1.867,0.182,2.413,0.039,96.97,6.606,0
25620,2750.5,26.731,37.192,8.625,8.5,1.845,3.188,3.188,0.148,2.436,0.04,90.482,6.622,0
25621,2750.6,24.939,33.197,8.672,8.5,2.059,4.286,4.286,0.117,2.46,0.041,84.546,6.638,0
25622,2750.7,23.148,28.61,8.625,8.5,2.207,4.987,4.987,0.1,2.481,0.043,79.217,6.634,0
25623,2750.8,21.834,28.702,8.625,8.5,2.265,5.435,5.435,0.089,2.501,0.047,74.945,6.613,0
25624,2750.9,20.521,29.607,8.625,8.5,2.264,5.44,5.44,0.086,2.519,0.054,72.277,6.601,0
25625,2751.0,19.209,31.872,8.625,8.5,2.144,5.284,5.284,0.097,2.531,0.066,70.462,6.597,0
25626,2751.1,18.473,35.088,8.625,8.5,2.002,4.803,4.803,0.123,2.527,0.076,69.836,6.584,0
25627,2751.2,17.738,38.633,8.625,8.5,1.813,3.408,3.408,0.165,2.504,0.08,70.595,6.556,0
25628,2751.3,17.004,42.015,8.625,8.5,1.559,2.224,2.224,0.216,2.464,0.075,72.373,6.529,0
25629,2751.4,17.087,45.664,8.578,8.5,1.453,1.658,1.658,0.262,2.417,0.064,76.056,6.528,0
25630,2751.5,17.169,48.305,8.578,8.5,1.287,1.416,1.416,0.298,2.379,0.054,80.927,6.559,0
25631,2751.6,17.253,46.488,8.578,8.5,1.199,1.287,1.287,0.323,2.354,0.048,86.459,6.604,0
25632,2751.7,17.786,48.602,8.578,8.5,1.138,1.316,1.316,0.337,2.342,0.047,92.734,6.633,0
25633,2751.8,18.32,51.236,8.578,8.5,1.122,1.316,1.316,0.344,2.338,0.048,97.951,6.621,0
25634,2751.9,18.855,56.023,8.578,8.5,1.094,1.263,1.263,0.347,2.337,0.049,102.428,6.572,0
25635,2752.0,20.31,53.887,8.578,8.5,1.083,1.249,1.249,0.347,2.335,0.048,105.687,6.525,0
25636,2752.1,21.765,53.647,8.578,8.5,1.071,1.234,1.234,0.346,2.333,0.047,108.127,6.507,0
25637,2752.2,23.219,54.067,8.578,8.5,1.031,1.057,1.057,0.342,2.33,0.046,109.97,6.516,0
25638,2752.3,24.743,53.686,8.625,8.5,1.01,1.055,1.055,0.347,2.326,0.046,111.053,6.526,0
25639,2752.4,26.267,53.75,8.578,8.5,0.935,1.017,1.017,0.346,2.324,0.048,111.847,6.497,0
25640,2752.5,27.791,54.789,8.578,8.5,0.894,0.959,0.959,0.351,2.321,0.052,112.4,6.408,0
25641,2752.6,29.298,56.247,8.578,8.5,0.825,0.921,0.921,0.355,2.313,0.057,112.601,6.277,0
25642,2752.7,30.805,54.475,8.578,8.5,0.83,0.947,0.947,0.355,2.298,0.061,112.823,6.138,0
25643,2752.8,32.309,51.319,8.578,8.5,0.695,0.843,0.843,0.35,2.273,0.064,113.066,6.022,0
25644,2752.9,32.822,47.294,8.578,8.5,0.65,0.727,0.727,0.343,2.244,0.064,113.623,5.926,0
25645,2753.0,33.336,43.213,8.578,8.5,0.631,0.673,0.673,0.337,2.216,0.063,114.338,5.82,0
25646,2753.1,33.848,40.32,8.578,8.5,0.612,0.618,0.618,0.333,2.191,0.062,115.229,5.698,0
25647,2753.2,33.955,37.95,8.578,8.5,0.455,0.411,0.411,0.329,2.168,0.06,116.061,5.573,0
25648,2753.3,34.062,33.986,8.578,8.5,0.336,0.288,0.288,0.324,2.145,0.057,116.735,5.466,0
25649,2753.4,34.169,29.81,8.625,8.5,0.273,0.208,0.208,0.317,2.125,0.054,117.191,5.381,0
25650,2753.5,34.287,29.645,8.602,8.5,0.264,0.203,0.203,0.316,2.112,0.051,117.464,5.321,0
25651,2753.6,34.405,30.055,8.578,8.5,0.26,0.228,0.228,0.312,2.106,0.048,117.412,5.295,0
25652,2753.7,34.524,29.766,8.578,8.5,0.258,0.244,0.244,0.311,2.106,0.047,116.842,5.301,0
25653,2753.8,34.598,29.171,8.578,8.5,0.263,0.25,0.25,0.31,2.11,0.047,116.228,5.324,0
25654,2753.9,34.672,28.374,8.578,8.5,0.267,0.257,0.257,0.31,2.115,0.048,115.591,5.342,0
25655,2754.0,34.746,27.489,8.578,8.5,0.27,0.262,0.262,0.308,2.121,0.048,114.921,5.344,0
25656,2754.1,34.727,27.42,8.578,8.5,0.274,0.267,0.267,0.304,2.126,0.048,113.067,5.338,0
25657,2754.2,34.709,28.004,8.578,8.5,0.279,0.275,0.275,0.3,2.13,0.049,110.889,5.345,0
25658,2754.3,34.691,27.062,8.578,8.5,0.285,0.288,0.288,0.296,2.132,0.049,108.653,5.363,0
25659,2754.4,34.707,26.228,8.578,8.5,0.29,0.293,0.293,0.295,2.134,0.049,106.951,5.373,0
25660,2754.5,34.722,29.162,8.578,8.5,0.298,0.301,0.301,0.295,2.136,0.048,105.744,5.351,0
25661,2754.6,34.737,28.542,8.578,8.5,0.306,0.303,0.303,0.295,2.138,0.048,105.625,5.303,0
25662,2754.7,34.747,29.464,8.578,8.5,0.317,0.304,0.304,0.291,2.141,0.048,105.671,5.262,0
25663,2754.8,34.756,28.976,8.578,8.5,0.325,0.306,0.306,0.287,2.145,0.049,105.78,5.25,0
25664,2754.9,34.766,28.106,8.578,8.5,0.331,0.305,0.305,0.284,2.148,0.05,105.863,5.261,0
25665,2755.0,34.771,28.965,8.578,8.5,0.344,0.303,0.303,0.284,2.15,0.051,105.848,5.278,0
25666,2755.1,34.776,27.803,8.578,8.5,0.354,0.299,0.299,0.286,2.15,0.052,105.607,5.294,0
25667,2755.2,34.781,27.575,8.578,8.5,0.366,0.299,0.299,0.286,2.149,0.052,104.207,5.314,0
25668,2755.3,34.782,27.331,8.578,8.5,0.376,0.298,0.298,0.287,2.147,0.051,102.56,5.328,0
25669,2755.4,34.783,26.307,8.578,8.5,0.38,0.299,0.299,0.288,2.145,0.05,100.692,5.321,0
25670,2755.5,34.783,24.601,8.578,8.5,0.381,0.3,0.3,0.289,2.146,0.049,98.136,5.292,0
25671,2755.6,34.756,23.485,8.578,8.5,0.377,0.304,0.304,0.289,2.148,0.05,96.407,5.254,0
25672,2755.7,34.728,24.903,8.578,8.5,0.376,0.313,0.313,0.286,2.151,0.05,95.339,5.221,0
25673,2755.8,34.701,22.887,8.578,8.5,0.369,0.316,0.316,0.283,2.153,0.051,94.332,5.195,0
25674,2755.9,34.701,24.906,8.578,8.5,0.363,0.319,0.319,0.284,2.152,0.051,93.707,5.175,0
25675,2756.0,34.702,26.517,8.578,8.5,0.358,0.326,0.326,0.285,2.152,0.051,93.452,5.161,0
25676,2756.1,34.703,27.103,8.578,8.5,0.356,0.324,0.324,0.285,2.152,0.051,95.684,5.151,0
25677,2756.2,34.708,26.901,8.578,8.5,0.354,0.323,0.323,0.282,2.152,0.05,97.951,5.141,0
25678,2756.3,34.713,26.456,8.578,8.5,0.352,0.321,0.321,0.279,2.152,0.05,100.215,5.124,0
25679,2756.4,34.717,26.227,8.578,8.5,0.349,0.32,0.32,0.281,2.151,0.051,101.473,5.105,0
25680,2756.5,34.718,26.76,8.578,8.5,0.345,0.325,0.325,0.286,2.15,0.052,101.95,5.094,0
25681,2756.6,34.719,27.245,8.578,8.5,0.342,0.33,0.33,0.294,2.149,0.052,101.413,5.101,0
25682,2756.7,34.719,26.643,8.578,8.5,0.34,0.322,0.322,0.301,2.149,0.052,102.158,5.118,0
25683,2756.8,34.728,26.54,8.578,8.5,0.337,0.32,0.32,0.303,2.149,0.052,102.847,5.134,0
25684,2756.9,34.737,26.677,8.578,8.5,0.334,0.315,0.315,0.297,2.149,0.052,103.158,5.15,0
25685,2757.0,34.746,26.918,8.578,8.5,0.332,0.307,0.307,0.287,2.148,0.051,103.481,5.179,0
25686,2757.1,34.755,29.3,8.578,8.5,0.33,0.302,0.302,0.277,2.144,0.05,103.645,5.224,0
25687,2757.2,34.765,32.371,8.578,8.5,0.329,0.296,0.296,0.27,2.14,0.049,103.461,5.273,0
25688,2757.3,34.775,33.026,8.578,8.5,0.324,0.287,0.287,0.269,2.14,0.048,103.225,5.311,0
25689,2757.4,34.757,31.804,8.578,8.5,0.325,0.289,0.289,0.274,2.143,0.047,103.053,5.342,0
25690,2757.5,34.739,32.47,8.578,8.5,0.337,0.326,0.326,0.283,2.15,0.046,103.095,5.37,0
25691,2757.6,34.722,33.618,8.578,8.5,0.343,0.331,0.331,0.288,2.159,0.046,103.084,5.39,0
25692,2757.7,34.736,31.359,8.625,8.5,0.345,0.314,0.314,0.293,2.17,0.047,103.002,5.387,0
25693,2757.8,34.751,31.599,8.625,8.5,0.352,0.331,0.331,0.298,2.18,0.051,102.735,5.356,0
25694,2757.9,34.766,32.119,8.578,8.5,0.361,0.343,0.343,0.297,2.186,0.054,102.473,5.308,0
25695,2758.0,34.767,31.003,8.578,8.5,0.363,0.35,0.35,0.293,2.186,0.055,102.315,5.266,0
25696,2758.1,34.768,29.962,8.578,8.5,0.362,0.345,0.345,0.29,2.182,0.054,102.643,5.24,0
25697,2758.2,34.768,30.087,8.625,8.5,0.362,0.34,0.34,0.288,2.178,0.053,102.964,5.224,0
25698,2758.3,34.773,30.187,8.578,8.5,0.358,0.327,0.327,0.295,2.175,0.052,103.343,5.212,0
25699,2758.4,34.778,29.408,8.578,8.5,0.352,0.313,0.313,0.297,2.171,0.052,104.143,5.205,0
25700,2758.5,34.783,27.771,8.578,8.5,0.358,0.312,0.312,0.293,2.164,0.05,104.951,5.188,0
25701,2758.6,34.751,26.876,8.578,8.5,0.364,0.329,0.329,0.286,2.156,0.047,105.756,5.161,0
25702,2758.7,34.719,27.988,8.578,8.5,0.37,0.345,0.345,0.28,2.153,0.044,106.482,5.154,0
25703,2758.8,34.688,29.094,8.578,8.5,0.368,0.346,0.346,0.275,2.151,0.042,107.157,5.146,0
25704,2758.9,34.693,27.159,8.578,8.5,0.363,0.342,0.342,0.276,2.153,0.042,107.774,5.169,0
25705,2759.0,34.698,29.129,8.578,8.5,0.354,0.338,0.338,0.281,2.157,0.044,107.835,5.183,0
25706,2759.1,34.703,29.776,8.578,8.5,0.349,0.332,0.332,0.287,2.161,0.046,107.99,5.178,0
25707,2759.2,34.703,30.641,8.578,8.5,0.344,0.327,0.327,0.291,2.164,0.048,108.237,5.158,0
25708,2759.3,34.704,31.159,8.578,8.5,0.338,0.321,0.321,0.29,2.165,0.049,107.909,5.141,0
25709,2759.4,34.704,30.643,8.578,8.5,0.33,0.317,0.317,0.286,2.164,0.05,107.652,5.131,0
25710,2759.5,34.709,29.632,8.578,8.5,0.322,0.311,0.311,0.281,2.164,0.05,107.491,5.132,0
25711,2759.6,34.714,29.202,8.578,8.5,0.315,0.298,0.298,0.278,2.163,0.05,107.471,5.151,0
25712,2759.7,34.719,30.953,8.578,8.5,0.311,0.282,0.282,0.277,2.163,0.051,107.756,5.189,0
25713,2759.8,34.758,29.83,8.578,8.5,0.313,0.264,0.264,0.278,2.163,0.052,108.47,5.229,0
25714,2759.9,34.797,32.07,8.578,8.5,0.315,0.267,0.267,0.277,2.161,0.053,109.718,5.249,0
25715,2760.0,34.837,32.462,8.625,8.5,0.317,0.298,0.298,0.279,2.158,0.054,110.926,5.244,0
25716,2760.1,35.401,31.947,8.625,8.5,0.332,0.322,0.322,0.278,2.155,0.053,111.936,5.227,0
25717,2760.2,35.964,31.614,8.578,8.5,0.347,0.347,0.347,0.277,2.153,0.052,112.181,5.222,0
25718,2760.3,36.528,32.416,8.578,8.5,0.412,0.414,0.414,0.274,2.152,0.05,111.925,5.255,0
25719,2760.4,36.984,33.783,8.625,8.5,0.503,0.491,0.491,0.274,2.153,0.049,110.896,5.358,0
25720,2760.5,37.44,34.079,8.578,8.5,0.578,0.617,0.617,0.287,2.154,0.049,110.362,5.543,0
25721,2760.6,37.896,33.645,8.625,8.5,0.617,0.65,0.65,0.293,2.155,0.049,110.287,5.763,0
25722,2760.7,38.468,34.684,8.703,8.5,0.606,0.554,0.554,0.294,2.154,0.048,111.113,5.935,0
25723,2760.8,39.04,34.19,8.727,8.5,0.623,0.554,0.554,0.293,2.155,0.047,112.52,6.001,0
25724,2760.9,39.612,36.135,8.75,8.5,0.673,0.612,0.612,0.298,2.158,0.045,113.81,5.984,0
25725,2761.0,39.652,36.813,8.672,8.5,0.779,0.832,0.832,0.3,2.164,0.043,113.944,5.964,0
25726,2761.1,39.693,38.378,8.672,8.5,0.843,1.016,1.016,0.306,2.174,0.041,113.091,6.031,0
25727,2761.2,39.733,38.785,8.672,8.5,0.908,1.147,1.147,0.314,2.187,0.037,111.671,6.194,0
25728,2761.3,39.753,38.352,8.672,8.5,0.973,1.277,1.277,0.321,2.203,0.035,109.604,6.396,0
25729,2761.4,39.772,37.298,8.672,8.5,0.825,0.856,0.856,0.333,2.219,0.036,107.604,6.558,0
25730,2761.5,39.792,35.855,8.578,8.5,0.781,0.642,0.642,0.342,2.235,0.041,105.431,6.63,0
25731,2761.6,39.854,36.904,8.578,8.5,0.791,0.597,0.597,0.351,2.243,0.047,101.754,6.615,0
25732,2761.7,39.917,39.805,8.578,8.5,0.855,0.633,0.633,0.36,2.241,0.052,97.89,6.555,0
25733,2761.8,39.979,41.781,8.578,8.5,0.909,0.806,0.806,0.365,2.23,0.054,93.968,6.487,0
25734,2761.9,39.98,41.055,8.578,8.5,1.196,1.601,1.601,0.367,2.215,0.053,90.891,6.43,0
25735,2762.0,39.981,43.071,8.602,8.5,1.839,5.424,5.424,0.367,2.201,0.049,88.244,6.378,0
25736,2762.1,39.983,40.677,8.625,8.5,2.557,8.857,8.857,0.376,2.19,0.046,86.001,6.32,0
25737,2762.2,40.015,39.304,8.625,8.5,2.432,15.647,15.647,0.387,2.184,0.045,85.682,6.258,0
25738,2762.3,40.047,37.764,8.625,8.5,2.305,22.394,22.394,0.392,2.18,0.047,85.536,6.192,0
25739,2762.4,40.079,35.158,8.625,8.5,1.461,8.298,8.298,0.38,2.174,0.05,85.564,6.116,0
25740,2762.5,40.067,32.614,8.625,8.5,1.113,3.034,3.034,0.355,2.165,0.052,90.601,6.008,0
25741,2762.6,40.054,30.135,8.625,8.5,0.667,0.937,0.937,0.326,2.157,0.052,94.885,5.863,0
25742,2762.7,40.041,29.393,8.625,8.5,0.425,0.488,0.488,0.306,2.154,0.052,98.117,5.694,0
25743,2762.8,40.072,28.97,8.578,8.5,0.393,0.401,0.401,0.289,2.157,0.054,99.857,5.531,0
25744,2762.9,40.102,28.715,8.625,8.5,0.362,0.378,0.378,0.281,2.162,0.055,100.222,5.396,0
25745,2763.0,40.132,28.334,8.625,8.5,0.354,0.373,0.373,0.276,2.165,0.055,98.736,5.286,0
25746,2763.1,40.035,27.2,8.625,8.5,0.358,0.399,0.399,0.273,2.166,0.053,95.666,5.192,0
25747,2763.2,39.938,27.681,8.625,8.5,0.363,0.425,0.425,0.269,2.167,0.05,93.182,5.122,0
25748,2763.3,39.839,26.809,8.625,8.5,0.348,0.398,0.398,0.266,2.171,0.05,92.136,5.084,0
25749,2763.4,38.908,26.312,8.625,8.5,0.332,0.32,0.32,0.263,2.174,0.05,91.52,5.067,0
25750,2763.5,37.977,27.784,8.625,8.5,0.328,0.311,0.311,0.265,2.175,0.05,91.28,5.055,0
25751,2763.6,37.047,26.526,8.578,8.5,0.339,0.31,0.31,0.263,2.174,0.049,91.687,5.043,0
25752,2763.7,36.656,27.445,8.625,8.5,0.359,0.34,0.34,0.264,2.171,0.047,91.803,5.037,0
25753,2763.8,36.265,28.372,8.625,8.5,0.381,0.355,0.355,0.261,2.17,0.045,91.627,5.048,0
25754,2763.9,35.875,29.711,8.625,8.5,0.406,0.377,0.377,0.258,2.17,0.044,90.854,5.07,0
25755,2764.0,36.236,29.673,8.625,8.5,0.429,0.41,0.41,0.254,2.173,0.045,91.082,5.091,0
25756,2764.1,36.598,29.447,8.625,8.5,0.452,0.433,0.433,0.253,2.178,0.046,91.892,5.114,0
25757,2764.2,36.96,29.117,8.625,8.5,0.463,0.442,0.442,0.253,2.185,0.047,93.534,5.187,0
25758,2764.3,37.341,28.343,8.578,8.5,0.474,0.452,0.452,0.257,2.191,0.046,96.012,5.35,0
25759,2764.4,37.723,28.28,8.625,8.5,0.477,0.457,0.457,0.254,2.197,0.044,98.517,5.552,0
25760,2764.5,38.104,28.773,8.578,8.5,0.481,0.456,0.456,0.255,2.203,0.042,99.247,5.681,0
25761,2764.6,38.506,27.635,8.578,8.5,0.483,0.455,0.455,0.251,2.209,0.042,99.63,5.668,0
25762,2764.7,38.908,26.984,8.578,8.5,0.482,0.455,0.455,0.249,2.213,0.044,99.734,5.558,0
25763,2764.8,39.309,25.876,8.578,8.5,0.475,0.452,0.452,0.25,2.214,0.044,99.19,5.455,0
25764,2764.9,39.515,28.606,8.578,8.5,0.469,0.445,0.445,0.254,2.211,0.044,98.819,5.422,0
25765,2765.0,39.721,27.183,8.578,8.5,0.458,0.448,0.448,0.258,2.209,0.045,98.601,5.44,0
25766,2765.1,39.926,28.781,8.578,8.5,0.448,0.435,0.435,0.259,2.208,0.047,98.841,5.432,0
25767,2765.2,39.779,29.357,8.625,8.5,0.443,0.43,0.43,0.264,2.208,0.05,99.483,5.359,0
25768,2765.3,39.632,30.224,8.578,8.5,0.438,0.424,0.424,0.265,2.207,0.052,100.449,5.259,0
25769,2765.4,39.485,30.756,8.578,8.5,0.428,0.407,0.407,0.265,2.206,0.054,100.8,5.182,0
25770,2765.5,39.616,30.454,8.578,8.5,0.43,0.4,0.4,0.264,2.204,0.055,101.129,5.139,0
25771,2765.6,39.747,28.787,8.625,8.5,0.434,0.411,0.411,0.267,2.201,0.055,101.436,5.107,0
