,DEPTH,ROP,GR,CALI,BS,RD,RT,RM,NPHI,RHOB,DRHO,DT,PEF,label
31901,3378.6,24.754,18.672,8.625,8.5,5.575,6.455,6.455,0.078,2.582,0.054,65.618,7.662,0
31902,3378.7,24.677,18.779,8.625,8.5,5.575,6.49,6.49,0.078,2.582,0.053,66.232,7.66,0
31903,3378.8,24.6,18.543,8.625,8.5,5.603,6.54,6.54,0.077,2.582,0.053,67.277,7.664,0
31904,3378.9,24.524,19.177,8.625,8.5,5.616,6.559,6.559,0.076,2.582,0.053,68.822,7.686,0
31905,3379.0,24.488,18.404,8.625,8.5,5.603,6.569,6.569,0.076,2.582,0.054,71.068,7.739,0
31906,3379.1,24.453,18.047,8.625,8.5,5.597,6.569,6.569,0.077,2.582,0.056,69.559,7.821,0
31907,3379.2,24.418,18.472,8.672,8.5,5.614,6.549,6.549,0.076,2.581,0.058,67.808,7.887,0
31908,3379.3,24.473,18.897,8.672,8.5,5.589,6.512,6.512,0.075,2.581,0.06,66.629,7.953,0
31909,3379.4,24.527,19.288,8.672,8.5,5.553,6.462,6.462,0.076,2.582,0.061,65.695,7.973,0
31910,3379.5,24.581,18.895,8.625,8.5,5.531,6.405,6.405,0.081,2.585,0.063,65.162,7.957,0
31911,3379.6,24.658,18.351,8.672,8.5,5.504,6.288,6.288,0.08,2.588,0.064,65.443,7.91,0
31912,3379.7,24.735,18.44,8.672,8.5,5.488,6.233,6.233,0.081,2.589,0.063,65.778,7.845,0
31913,3379.8,24.811,19.222,8.648,8.5,5.493,6.189,6.189,0.086,2.587,0.063,66.088,7.775,0
31914,3379.9,24.831,19.864,8.625,8.5,5.469,6.097,6.097,0.087,2.587,0.063,66.279,7.725,0
31915,3380.0,24.851,20.406,8.625,8.5,5.45,6.013,6.013,0.091,2.588,0.064,66.542,7.704,0
31916,3380.1,24.871,20.194,8.578,8.5,5.437,5.907,5.907,0.091,2.59,0.065,66.822,7.699,0
31917,3380.2,24.942,18.505,8.625,8.5,5.44,5.872,5.872,0.089,2.59,0.066,67.067,7.688,0
31918,3380.3,25.012,19.33,8.625,8.5,5.472,5.87,5.87,0.089,2.589,0.066,67.297,7.673,0
31919,3380.4,25.083,20.227,8.625,8.5,5.477,5.824,5.824,0.09,2.589,0.067,67.484,7.684,0
31920,3380.5,25.108,20.629,8.578,8.5,5.493,5.773,5.773,0.095,2.59,0.068,67.474,7.726,0
31921,3380.6,25.133,20.348,8.578,8.5,5.539,5.707,5.707,0.098,2.589,0.069,67.287,7.772,0
31922,3380.7,25.159,22.876,8.578,8.5,5.591,5.641,5.641,0.1,2.586,0.069,67.005,7.78,0
31923,3380.8,25.23,24.561,8.578,8.5,5.592,5.591,5.591,0.101,2.583,0.067,66.773,7.74,0
31924,3380.9,25.302,26.153,8.625,8.5,5.654,5.73,5.73,0.098,2.581,0.065,66.559,7.666,0
31925,3381.0,25.373,27.927,8.625,8.5,5.961,6.278,6.278,0.098,2.582,0.064,66.371,7.582,0
31926,3381.1,25.413,27.995,8.625,8.5,6.344,6.74,6.74,0.098,2.584,0.064,66.385,7.526,0
31927,3381.2,25.452,27.383,8.625,8.5,6.441,6.812,6.812,0.097,2.588,0.065,66.392,7.52,0
31928,3381.3,25.492,28.448,8.625,8.5,6.526,6.791,6.791,0.097,2.591,0.067,66.395,7.541,0
31929,3381.4,25.664,27.98,8.625,8.5,6.635,6.88,6.88,0.096,2.594,0.068,66.477,7.559,0
31930,3381.5,25.837,29.255,8.625,8.5,6.665,6.815,6.815,0.094,2.597,0.069,66.494,7.563,0
31931,3381.6,26.01,29.556,8.625,8.5,6.718,6.773,6.773,0.093,2.599,0.069,66.443,7.582,0
31932,3381.7,26.419,29.823,8.625,8.5,6.902,6.87,6.87,0.093,2.6,0.069,66.479,7.624,0
31933,3381.8,26.828,28.799,8.625,8.5,7.07,7.032,7.032,0.092,2.598,0.068,66.441,7.674,0
31934,3381.9,27.235,29.078,8.625,8.5,7.136,7.089,7.089,0.09,2.594,0.067,66.302,7.714,0
31935,3382.0,26.755,27.925,8.625,8.5,7.228,7.14,7.14,0.088,2.592,0.066,66.06,7.745,0
31936,3382.1,26.276,26.911,8.648,8.5,7.352,7.308,7.308,0.083,2.591,0.066,65.662,7.787,0
31937,3382.2,25.794,25.773,8.672,8.5,7.439,7.374,7.374,0.083,2.594,0.066,65.037,7.842,0
31938,3382.3,23.766,24.729,8.625,8.5,7.382,7.103,7.103,0.081,2.597,0.066,64.282,7.897,0
31939,3382.4,21.738,24.46,8.625,8.5,7.547,7.229,7.229,0.079,2.6,0.066,63.536,7.939,0
31940,3382.5,19.712,24.413,8.625,8.5,7.764,7.639,7.639,0.076,2.603,0.065,62.845,7.954,0
31941,3382.6,18.762,22.868,8.625,8.5,7.933,7.78,7.78,0.073,2.607,0.065,62.251,7.953,0
31942,3382.7,17.813,20.154,8.625,8.5,8.189,8.163,8.163,0.069,2.612,0.064,61.744,7.948,0
31943,3382.8,16.864,20.247,8.625,8.5,8.495,8.679,8.679,0.066,2.617,0.064,61.39,7.935,0
31944,3382.9,16.312,20.127,8.625,8.5,8.793,9.064,9.064,0.064,2.621,0.063,61.105,7.914,0
31945,3383.0,15.76,18.562,8.625,8.5,8.875,9.228,9.228,0.063,2.622,0.062,60.862,7.9,0
31946,3383.1,15.21,17.314,8.625,8.5,8.987,9.335,9.335,0.064,2.622,0.061,60.687,7.935,0
31947,3383.2,15.979,15.811,8.625,8.5,9.24,9.75,9.75,0.064,2.622,0.062,60.586,8.014,0
31948,3383.3,16.748,16.553,8.625,8.5,9.344,10.008,10.008,0.064,2.622,0.062,60.49,8.089,0
31949,3383.4,17.518,17.745,8.625,8.5,9.505,10.212,10.212,0.063,2.622,0.062,60.305,8.104,0
31950,3383.5,18.569,16.98,8.625,8.5,9.671,10.482,10.482,0.062,2.621,0.061,60.101,8.044,0
31951,3383.6,19.619,17.751,8.625,8.5,9.728,10.477,10.477,0.061,2.619,0.059,59.863,7.952,0
31952,3383.7,20.67,17.537,8.625,8.5,9.8,10.686,10.686,0.06,2.617,0.057,59.494,7.871,0
31953,3383.8,21.728,17.31,8.625,8.5,10.006,11.046,11.046,0.059,2.617,0.055,59.2,7.81,0
31954,3383.9,22.786,15.877,8.625,8.5,10.022,11.18,11.18,0.057,2.617,0.054,58.964,7.763,0
31955,3384.0,23.842,14.991,8.625,8.5,10.261,11.454,11.454,0.056,2.617,0.053,58.844,7.723,0
31956,3384.1,24.099,14.201,8.625,8.5,10.397,11.673,11.673,0.054,2.616,0.054,58.811,7.712,0
31957,3384.2,24.356,14.077,8.625,8.5,10.495,11.779,11.779,0.053,2.616,0.055,58.843,7.739,0
31958,3384.3,24.613,13.775,8.625,8.5,10.512,11.813,11.813,0.052,2.617,0.057,58.901,7.801,0
31959,3384.4,24.736,13.822,8.625,8.5,10.528,11.88,11.88,0.053,2.62,0.06,58.969,7.876,0
31960,3384.5,24.859,14.07,8.625,8.5,10.595,11.947,11.947,0.054,2.624,0.063,59.045,7.936,0
31961,3384.6,24.981,14.653,8.625,8.5,10.612,11.968,11.968,0.055,2.626,0.064,59.337,7.957,0
31962,3384.7,24.743,15.237,8.625,8.5,10.561,12.002,12.002,0.056,2.625,0.063,59.616,7.944,0
31963,3384.8,24.505,14.148,8.625,8.5,10.57,12.002,12.002,0.057,2.621,0.06,59.884,7.919,0
31964,3384.9,24.267,15.475,8.625,8.5,10.578,12.05,12.05,0.058,2.616,0.057,60.118,7.901,0
31965,3385.0,23.836,16.313,8.625,8.5,10.578,12.05,12.05,0.059,2.613,0.055,60.308,7.886,0
31966,3385.1,23.405,17.217,8.625,8.5,10.478,11.873,11.873,0.06,2.612,0.055,60.443,7.874,0
31967,3385.2,22.975,17.188,8.625,8.5,10.429,11.785,11.785,0.06,2.613,0.055,60.656,7.872,0
31968,3385.3,22.733,16.904,8.625,8.5,10.284,11.569,11.569,0.06,2.615,0.056,60.862,7.898,0
31969,3385.4,22.491,17.147,8.625,8.5,10.205,11.549,11.549,0.061,2.616,0.056,61.047,7.939,0
31970,3385.5,22.249,17.598,8.625,8.5,10.051,11.365,11.365,0.061,2.615,0.056,61.275,7.953,0
31971,3385.6,22.167,17.59,8.625,8.5,9.991,11.185,11.185,0.062,2.611,0.055,61.511,7.917,0
31972,3385.7,22.084,17.256,8.625,8.5,9.901,11.021,11.021,0.063,2.607,0.054,61.748,7.845,0
31973,3385.8,22.001,17.023,8.625,8.5,9.77,10.809,10.809,0.064,2.604,0.054,61.996,7.778,0
31974,3385.9,21.856,17.182,8.625,8.5,9.573,10.593,10.593,0.064,2.603,0.054,62.278,7.727,0
31975,3386.0,21.712,15.418,8.625,8.5,9.37,10.362,10.362,0.065,2.603,0.055,62.638,7.685,0
31976,3386.1,21.567,14.172,8.625,8.5,9.226,10.208,10.208,0.067,2.603,0.055,63.004,7.655,0
31977,3386.2,21.576,13.755,8.625,8.5,8.95,9.786,9.786,0.069,2.604,0.055,63.398,7.658,0
31978,3386.3,21.585,14.98,8.625,8.5,8.819,9.587,9.587,0.071,2.606,0.056,63.874,7.712,0
31979,3386.4,21.594,15.308,8.625,8.5,8.688,9.388,9.388,0.072,2.607,0.056,64.379,7.801,0
31980,3386.5,21.543,16.835,8.625,8.5,8.4,9.085,9.085,0.073,2.609,0.056,64.892,7.88,0
31981,3386.6,21.492,17.101,8.625,8.5,8.335,9.037,9.037,0.073,2.609,0.057,65.396,7.912,0
31982,3386.7,21.441,17.61,8.625,8.5,8.096,8.655,8.655,0.074,2.608,0.057,65.75,7.9,0
31983,3386.8,21.45,19.207,8.625,8.5,7.878,8.448,8.448,0.075,2.605,0.056,66.0,7.868,0
31984,3386.9,21.458,20.43,8.625,8.5,7.669,8.2,8.2,0.076,2.601,0.055,66.068,7.826,0
31985,3387.0,21.468,20.533,8.625,8.5,7.478,7.903,7.903,0.078,2.598,0.055,66.136,7.776,0
31986,3387.1,21.71,21.589,8.625,8.5,7.304,7.737,7.737,0.079,2.599,0.056,66.202,7.718,0
31987,3387.2,21.952,20.806,8.625,8.5,7.219,7.651,7.651,0.08,2.601,0.057,66.244,7.663,0
31988,3387.3,22.194,19.975,8.625,8.5,7.005,7.514,7.514,0.081,2.601,0.057,66.281,7.636,0
31989,3387.4,22.381,19.283,8.625,8.5,6.785,7.261,7.261,0.081,2.598,0.056,66.316,7.652,0
31990,3387.5,22.567,19.326,8.625,8.5,6.466,6.954,6.954,0.08,2.596,0.055,66.388,7.697,0
31991,3387.6,22.753,20.143,8.625,8.5,6.282,6.737,6.737,0.079,2.595,0.055,66.445,7.731,0
31992,3387.7,23.004,20.807,8.625,8.5,6.137,6.653,6.653,0.079,2.596,0.055,66.487,7.737,0
31993,3387.8,23.255,20.556,8.625,8.5,6.026,6.604,6.604,0.08,2.597,0.056,66.733,7.724,0
31994,3387.9,23.505,20.608,8.625,8.5,5.972,6.581,6.581,0.081,2.599,0.056,66.982,7.712,0
31995,3388.0,23.64,20.153,8.625,8.5,5.868,6.564,6.564,0.081,2.599,0.056,67.236,7.714,0
31996,3388.1,23.776,20.125,8.625,8.5,5.815,6.515,6.515,0.081,2.597,0.055,67.741,7.737,0
31997,3388.2,23.911,20.915,8.625,8.5,5.624,6.409,6.409,0.081,2.594,0.054,68.232,7.765,0
31998,3388.3,23.966,21.264,8.625,8.5,5.413,6.198,6.198,0.083,2.59,0.053,68.69,7.769,0
31999,3388.4,24.022,22.38,8.625,8.5,5.145,5.882,5.882,0.085,2.588,0.054,69.367,7.725,0
32000,3388.5,24.078,22.303,8.625,8.5,4.997,5.715,5.715,0.089,2.589,0.056,70.001,7.648,0
32001,3388.6,24.051,23.601,8.625,8.5,4.929,5.693,5.693,0.092,2.592,0.059,70.532,7.581,0
32002,3388.7,24.025,24.795,8.625,8.5,4.852,5.663,5.663,0.097,2.593,0.063,70.99,7.56,0
32003,3388.8,23.998,25.899,8.625,8.5,4.726,5.529,5.529,0.101,2.592,0.065,71.527,7.572,0
32004,3388.9,24.011,26.898,8.625,8.5,4.668,5.328,5.328,0.106,2.588,0.066,72.243,7.572,0
32005,3389.0,24.024,27.108,8.625,8.5,4.467,5.093,5.093,0.111,2.583,0.064,72.91,7.533,0
32006,3389.1,24.038,28.714,8.625,8.5,4.204,4.626,4.626,0.115,2.578,0.062,73.531,7.468,0
32007,3389.2,24.373,30.29,8.625,8.5,3.911,4.066,4.066,0.118,2.574,0.062,74.066,7.399,0
32008,3389.3,24.708,32.33,8.625,8.5,3.775,3.834,3.834,0.122,2.574,0.063,74.403,7.347,0
32009,3389.4,25.044,34.959,8.625,8.5,3.686,3.698,3.698,0.126,2.574,0.066,74.6,7.319,0
32010,3389.5,25.859,35.808,8.625,8.5,3.615,3.604,3.604,0.13,2.574,0.068,74.546,7.309,0
32011,3389.6,26.674,37.019,8.625,8.5,3.515,3.485,3.485,0.135,2.572,0.07,74.297,7.304,0
32012,3389.7,27.489,38.583,8.625,8.5,3.397,3.297,3.297,0.138,2.569,0.07,73.924,7.3,0
32013,3389.8,28.55,37.974,8.625,8.5,3.31,3.171,3.171,0.139,2.567,0.07,73.349,7.287,0
32014,3389.9,29.61,38.978,8.625,8.5,3.281,3.128,3.128,0.137,2.567,0.069,72.709,7.261,0
32015,3390.0,30.669,40.731,8.625,8.5,3.267,3.167,3.167,0.133,2.567,0.068,72.063,7.222,0
32016,3390.1,30.933,41.773,8.625,8.5,3.298,3.304,3.304,0.127,2.565,0.066,71.568,7.191,0
32017,3390.2,31.196,39.428,8.625,8.5,3.31,3.411,3.411,0.122,2.562,0.065,71.274,7.199,0
32018,3390.3,31.458,36.443,8.625,8.5,3.335,3.518,3.518,0.118,2.557,0.064,71.109,7.246,0
32019,3390.4,30.816,33.52,8.625,8.5,3.393,3.709,3.709,0.114,2.555,0.064,70.991,7.297,0
32020,3390.5,30.174,31.249,8.625,8.5,3.453,3.857,3.857,0.112,2.557,0.064,71.105,7.323,0
32021,3390.6,29.532,28.926,8.625,8.5,3.486,4.004,4.004,0.11,2.559,0.064,71.403,7.326,0
32022,3390.7,28.771,28.834,8.625,8.5,3.501,4.096,4.096,0.109,2.561,0.063,71.907,7.322,0
32023,3390.8,28.01,29.523,8.625,8.5,3.493,4.125,4.125,0.109,2.561,0.061,72.419,7.324,0
32024,3390.9,27.249,30.721,8.625,8.5,3.46,4.098,4.098,0.11,2.56,0.06,72.937,7.328,0
32025,3391.0,26.625,31.008,8.625,8.5,3.446,4.1,4.1,0.111,2.559,0.059,73.369,7.316,0
32026,3391.1,26.002,30.583,8.625,8.5,3.426,4.087,4.087,0.111,2.557,0.058,73.687,7.286,0
32027,3391.2,25.379,30.481,8.625,8.5,3.4,4.023,4.023,0.111,2.554,0.056,73.88,7.247,0
32028,3391.3,25.245,30.793,8.625,8.5,3.371,3.934,3.934,0.112,2.552,0.054,73.885,7.207,0
32029,3391.4,25.111,31.079,8.625,8.5,3.318,3.821,3.821,0.114,2.552,0.054,73.828,7.181,0
32030,3391.5,24.976,30.716,8.625,8.5,3.276,3.724,3.724,0.116,2.555,0.055,73.702,7.179,0
32031,3391.6,24.973,31.61,8.625,8.5,3.246,3.688,3.688,0.118,2.557,0.058,73.577,7.197,0
32032,3391.7,24.97,33.422,8.625,8.5,3.233,3.653,3.653,0.121,2.558,0.06,73.502,7.211,0
32033,3391.8,24.967,33.338,8.625,8.5,3.231,3.656,3.656,0.124,2.556,0.059,73.509,7.213,0
32034,3391.9,25.015,33.793,8.625,8.5,3.233,3.658,3.658,0.127,2.554,0.058,73.656,7.21,0
32035,3392.0,25.062,35.322,8.625,8.5,3.226,3.622,3.622,0.129,2.553,0.057,73.808,7.208,0
32036,3392.1,25.111,36.272,8.625,8.5,3.196,3.581,3.581,0.13,2.553,0.058,73.919,7.212,0
32037,3392.2,25.394,37.094,8.625,8.5,3.135,3.452,3.452,0.129,2.555,0.059,73.941,7.214,0
32038,3392.3,25.676,37.074,8.625,8.5,3.1,3.358,3.358,0.126,2.557,0.058,73.863,7.198,0
32039,3392.4,25.959,35.719,8.625,8.5,3.11,3.369,3.369,0.122,2.558,0.056,73.585,7.173,0
32040,3392.5,26.142,33.08,8.625,8.5,3.125,3.41,3.41,0.119,2.559,0.054,73.567,7.169,0
32041,3392.6,26.326,32.016,8.625,8.5,3.211,3.683,3.683,0.117,2.561,0.054,73.651,7.198,0
32042,3392.7,26.509,31.769,8.625,8.5,3.249,3.735,3.735,0.116,2.565,0.056,73.8,7.258,0
32043,3392.8,26.571,31.355,8.625,8.5,3.188,3.634,3.634,0.117,2.568,0.059,74.074,7.306,0
32044,3392.9,26.633,32.656,8.625,8.5,3.14,3.542,3.542,0.119,2.57,0.061,74.34,7.309,0
32045,3393.0,26.695,32.719,8.625,8.5,3.131,3.501,3.501,0.123,2.57,0.063,74.357,7.262,0
32046,3393.1,26.669,33.418,8.625,8.5,3.134,3.522,3.522,0.126,2.569,0.064,74.381,7.196,0
32047,3393.2,26.643,35.512,8.625,8.5,3.146,3.556,3.556,0.127,2.568,0.064,74.395,7.142,0
32048,3393.3,26.617,37.17,8.625,8.5,3.143,3.531,3.531,0.128,2.566,0.064,74.323,7.108,0
32049,3393.4,26.731,38.597,8.625,8.5,3.129,3.507,3.507,0.127,2.564,0.063,74.395,7.088,0
32050,3393.5,26.844,39.822,8.625,8.5,3.11,3.442,3.442,0.127,2.562,0.062,74.536,7.078,0
32051,3393.6,26.958,40.585,8.625,8.5,3.079,3.399,3.399,0.126,2.558,0.06,74.482,7.074,0
32052,3393.7,27.573,37.746,8.625,8.5,3.079,3.387,3.387,0.126,2.555,0.058,74.469,7.071,0
32053,3393.8,28.188,38.421,8.625,8.5,3.096,3.435,3.435,0.126,2.553,0.057,74.487,7.061,0
32054,3393.9,28.802,39.532,8.625,8.5,3.104,3.475,3.475,0.126,2.554,0.058,74.476,7.053,0
32055,3394.0,29.334,39.599,8.625,8.5,3.096,3.461,3.461,0.126,2.557,0.061,74.529,7.06,0
32056,3394.1,29.865,41.187,8.625,8.5,3.057,3.347,3.347,0.126,2.559,0.062,74.641,7.085,0
32057,3394.2,30.396,41.373,8.625,8.5,3.075,3.353,3.353,0.127,2.56,0.062,74.596,7.113,0
32058,3394.3,30.82,42.578,8.625,8.5,3.096,3.455,3.455,0.127,2.559,0.061,74.487,7.123,0
32059,3394.4,31.244,42.398,8.625,8.5,3.155,3.552,3.552,0.126,2.559,0.059,74.306,7.116,0
32060,3394.5,31.669,42.799,8.625,8.5,3.15,3.581,3.581,0.126,2.559,0.059,74.078,7.109,0
32061,3394.6,32.097,40.042,8.625,8.5,3.139,3.554,3.554,0.125,2.558,0.058,73.874,7.113,0
32062,3394.7,32.526,38.201,8.625,8.5,3.117,3.51,3.51,0.125,2.555,0.057,73.708,7.141,0
32063,3394.8,32.955,38.198,8.625,8.5,3.11,3.481,3.481,0.124,2.551,0.056,73.575,7.198,0
32064,3394.9,33.386,36.475,8.625,8.5,3.104,3.485,3.485,0.123,2.551,0.055,73.455,7.276,0
32065,3395.0,33.817,35.829,8.625,8.5,3.094,3.498,3.498,0.12,2.553,0.056,73.35,7.355,0
32066,3395.1,34.248,34.842,8.625,8.5,3.115,3.503,3.503,0.117,2.557,0.059,73.367,7.419,0
32067,3395.2,34.271,33.777,8.625,8.5,3.14,3.598,3.598,0.116,2.56,0.061,73.477,7.45,0
32068,3395.3,34.295,31.546,8.625,8.5,3.14,3.581,3.581,0.116,2.562,0.063,73.736,7.453,0
32069,3395.4,34.317,32.442,8.625,8.5,3.127,3.551,3.551,0.118,2.563,0.065,74.016,7.446,0
32070,3395.5,33.954,33.047,8.625,8.5,3.132,3.552,3.552,0.12,2.563,0.066,74.204,7.443,0
32071,3395.6,33.591,32.151,8.625,8.5,3.131,3.548,3.548,0.122,2.562,0.067,74.147,7.439,0
32072,3395.7,33.227,30.205,8.625,8.5,3.142,3.558,3.558,0.124,2.56,0.066,74.25,7.423,0
32073,3395.8,32.587,30.132,8.625,8.5,3.133,3.518,3.518,0.124,2.559,0.064,74.433,7.407,0
32074,3395.9,31.947,31.279,8.625,8.5,3.127,3.494,3.494,0.125,2.561,0.063,74.717,7.409,0
32075,3396.0,31.307,32.831,8.625,8.5,3.144,3.498,3.498,0.125,2.564,0.063,75.065,7.422,0
32076,3396.1,30.797,33.652,8.625,8.5,3.129,3.455,3.455,0.127,2.568,0.063,75.44,7.423,0
32077,3396.2,30.287,35.65,8.625,8.5,3.119,3.373,3.373,0.129,2.57,0.064,75.814,7.403,0
32078,3396.3,29.777,37.1,8.625,8.5,3.108,3.338,3.338,0.131,2.571,0.064,76.075,7.386,0
32079,3396.4,29.581,37.257,8.625,8.5,3.102,3.308,3.308,0.134,2.57,0.065,76.213,7.397,0
32080,3396.5,29.386,36.719,8.625,8.5,3.149,3.372,3.372,0.136,2.569,0.066,75.949,7.43,0
32081,3396.6,29.19,37.891,8.625,8.5,3.138,3.324,3.324,0.14,2.569,0.067,75.589,7.451,0
32082,3396.7,29.196,40.225,8.625,8.5,3.131,3.224,3.224,0.144,2.569,0.068,75.113,7.433,0
32083,3396.8,29.201,44.021,8.625,8.5,3.123,3.174,3.174,0.148,2.57,0.068,74.072,7.4,0
32084,3396.9,29.206,47.024,8.625,8.5,3.121,3.14,3.14,0.147,2.569,0.068,72.927,7.387,0
32085,3397.0,28.614,46.842,8.648,8.5,3.16,3.219,3.219,0.134,2.567,0.067,71.69,7.414,0
32086,3397.1,28.023,43.478,8.672,8.5,3.231,3.311,3.311,0.118,2.567,0.065,70.196,7.483,0
32087,3397.2,27.432,40.741,8.672,8.5,3.235,3.332,3.332,0.105,2.568,0.064,69.006,7.58,0
32088,3397.3,26.841,35.706,8.625,8.5,3.324,3.461,3.461,0.096,2.572,0.063,68.093,7.674,0
32089,3397.4,26.25,30.676,8.625,8.5,3.402,3.63,3.63,0.088,2.575,0.062,67.604,7.768,0
32090,3397.5,25.659,28.192,8.625,8.5,3.488,3.795,3.795,0.081,2.579,0.06,67.209,7.815,0
32091,3397.6,25.384,24.657,8.625,8.5,3.599,4.096,4.096,0.079,2.583,0.058,66.926,7.829,0
32092,3397.7,25.11,21.205,8.625,8.5,3.711,4.451,4.451,0.08,2.587,0.057,66.735,7.828,0
32093,3397.8,24.834,17.534,8.625,8.5,3.799,4.546,4.546,0.082,2.59,0.055,66.509,7.825,0
32094,3397.9,23.958,16.613,8.625,8.5,3.834,4.657,4.657,0.085,2.59,0.054,66.228,7.827,0
32095,3398.0,23.081,15.247,8.625,8.5,3.855,4.681,4.681,0.086,2.589,0.053,65.9,7.843,0
32096,3398.1,22.206,15.397,8.625,8.5,3.862,4.703,4.703,0.085,2.588,0.052,65.655,7.891,0
32097,3398.2,22.003,16.142,8.625,8.5,3.882,4.793,4.793,0.082,2.591,0.052,65.557,7.957,0
32098,3398.3,21.799,16.716,8.625,8.5,3.941,5.023,5.023,0.079,2.595,0.051,65.536,8.006,0
32099,3398.4,21.596,17.8,8.625,8.5,4.008,5.178,5.178,0.076,2.597,0.05,65.631,8.017,0
32100,3398.5,21.572,17.93,8.625,8.5,4.004,5.234,5.234,0.074,2.599,0.049,65.941,8.009,0
32101,3398.6,21.547,16.8,8.625,8.5,4.054,5.271,5.271,0.074,2.601,0.048,66.251,8.013,0
32102,3398.7,21.522,14.5,8.625,8.5,4.055,5.262,5.262,0.074,2.604,0.048,66.656,8.057,0
32103,3398.8,21.491,12.811,8.625,8.5,4.049,5.269,5.269,0.074,2.61,0.051,67.309,8.136,0
32104,3398.9,21.461,12.267,8.625,8.5,4.02,5.278,5.278,0.075,2.618,0.055,68.039,8.225,0
32105,3399.0,21.43,13.05,8.625,8.5,4.02,5.285,5.285,0.077,2.626,0.059,68.849,8.292,0
32106,3399.1,21.345,13.552,8.625,8.5,3.998,5.268,5.268,0.081,2.63,0.062,69.843,8.316,0
32107,3399.2,21.261,15.252,8.625,8.5,3.957,5.212,5.212,0.086,2.63,0.063,70.748,8.295,0
32108,3399.3,21.176,16.681,8.616,8.5,3.927,5.159,5.159,0.094,2.627,0.063,71.603,8.245,0
32109,3399.4,21.239,19.223,8.625,8.5,3.88,5.076,5.076,0.096,2.622,0.061,72.394,8.191,0
32110,3399.5,21.302,21.726,8.625,8.5,3.813,4.899,4.899,0.101,2.617,0.059,73.248,8.142,0
32111,3399.6,21.366,22.671,8.625,8.5,3.742,4.818,4.818,0.106,2.612,0.058,74.07,8.099,0
32112,3399.7,21.793,22.606,8.625,8.5,3.654,4.608,4.608,0.111,2.607,0.057,74.465,8.048,0
32113,3399.8,22.22,24.627,8.625,8.5,3.552,4.351,4.351,0.115,2.604,0.058,74.936,8.001,0
32114,3399.9,22.647,25.84,8.648,8.5,3.552,4.251,4.251,0.117,2.604,0.059,75.385,7.97,0
32115,3400.0,23.185,26.393,8.625,8.5,3.438,3.994,3.994,0.118,2.604,0.061,75.052,7.964,0
32116,3400.1,23.723,27.952,8.625,8.5,3.359,3.865,3.865,0.12,2.603,0.063,74.752,7.982,0
32117,3400.2,24.261,27.832,8.625,8.5,3.315,3.756,3.756,0.121,2.601,0.064,74.486,8.007,0
32118,3400.3,24.619,27.515,8.625,8.5,3.222,3.479,3.479,0.123,2.599,0.064,74.488,8.01,0
32119,3400.4,24.978,28.676,8.625,8.5,3.083,3.296,3.296,0.125,2.596,0.064,74.37,7.978,0
32120,3400.5,25.336,30.499,8.625,8.5,2.975,3.116,3.116,0.126,2.592,0.065,74.138,7.952,0
32121,3400.6,25.73,32.37,8.625,8.5,2.933,3.011,3.011,0.124,2.585,0.064,73.699,7.941,0
32122,3400.7,26.124,33.288,8.625,8.5,2.86,2.837,2.837,0.122,2.579,0.062,73.382,7.921,0
32123,3400.8,26.517,32.974,8.578,8.5,2.768,2.648,2.648,0.124,2.575,0.061,73.21,7.881,0
32124,3400.9,26.706,32.822,8.578,8.5,2.74,2.651,2.651,0.125,2.574,0.06,73.218,7.836,0
32125,3401.0,26.895,32.407,8.578,8.5,2.761,2.687,2.687,0.127,2.575,0.061,73.308,7.801,0
32126,3401.1,27.084,29.726,8.578,8.5,2.782,2.793,2.793,0.128,2.578,0.061,73.495,7.774,0
32127,3401.2,26.949,29.758,8.625,8.5,2.792,2.886,2.886,0.125,2.58,0.061,73.595,7.75,0
32128,3401.3,26.813,31.178,8.602,8.5,2.781,2.903,2.903,0.126,2.58,0.06,73.616,7.741,0
32129,3401.4,26.678,32.068,8.578,8.5,2.745,2.871,2.871,0.122,2.58,0.059,73.521,7.756,0
32130,3401.5,26.494,31.784,8.578,8.5,2.729,2.871,2.871,0.12,2.578,0.058,73.538,7.796,0
32131,3401.6,26.309,29.35,8.602,8.5,2.728,2.891,2.891,0.116,2.578,0.058,73.65,7.842,0
32132,3401.7,26.125,28.896,8.578,8.5,2.769,3.022,3.022,0.122,2.581,0.059,73.92,7.871,0
32133,3401.8,25.734,31.483,8.625,8.5,2.811,3.17,3.17,0.122,2.586,0.062,74.243,7.872,0
32134,3401.9,25.344,33.168,8.625,8.5,2.801,3.164,3.164,0.126,2.589,0.064,74.524,7.855,0
32135,3402.0,24.954,34.0,8.625,8.5,2.819,3.228,3.228,0.127,2.589,0.064,74.657,7.833,0
32136,3402.1,24.983,34.379,8.625,8.5,2.804,3.241,3.241,0.126,2.585,0.063,74.699,7.809,0
32137,3402.2,25.013,33.814,8.625,8.5,2.78,3.173,3.173,0.125,2.58,0.062,74.693,7.791,0
32138,3402.3,25.043,35.311,8.625,8.5,2.754,3.108,3.108,0.124,2.574,0.06,74.627,7.791,0
32139,3402.4,25.304,36.151,8.625,8.5,2.696,2.986,2.986,0.124,2.571,0.059,74.687,7.821,0
32140,3402.5,25.565,36.227,8.625,8.5,2.648,2.876,2.876,0.124,2.571,0.06,74.744,7.869,0
